day,equity,daily_return
55,97869.68950660006,-0.004246306148911685
56,98126.18950660006,0.002620831856043668
57,97968.50950660006,-0.001606910456758207
58,97935.74950660008,-0.0003343931653649151
59,98064.62950660007,0.0013159648100850518
60,97851.86950660008,-0.002169589596885954
61,97967.42950660009,0.0011809687498326566
62,98077.22950660008,0.0011207806569284921
63,98062.75096759293,-0.0001476238580554491
64,98034.07210683567,-0.0002924541732134925
65,98101.38999032596,0.000686678437849036
66,98275.12399467394,0.0017709637382826398
67,98294.51386294741,0.00019730189579317826
68,98157.00958717916,-0.0013989008171908092
69,98024.59551962228,-0.001349002665359981
70,98059.30505114468,0.00035409002545118526
71,97851.69517172509,-0.0021171869340833654
72,97918.20134105353,0.0006796629247119565
73,98138.70837615321,0.002251951445999857
74,98191.39546384415,0.0005368634717404653
75,97969.84881011168,-0.0022562736040759885
76,97975.63348651209,5.904547644658219e-05
77,97783.93173371849,-0.0019566268261994274
78,97671.59407504162,-0.0011488355672052682
79,97878.8901073268,0.002122377895520964
80,97902.44580592355,0.0002406616847709007
81,97843.18999578638,-0.0006052536241497568
82,98029.61519363253,0.0019053466864088911
83,98263.36265471563,0.0023844576011175104
84,98433.0853003768,0.0017272220395871968
85,98520.2269187934,0.0008852878902524052
86,98323.53303501791,-0.0019964822445811313
87,98427.1025893769,0.0010533546869404002
88,98454.2699819502,0.00027601536425032625
89,98439.9212832734,-0.00014573972951540304
90,98542.3335263242,0.0010403527523767527
91,98469.29541351064,-0.000741185135361843
92,98529.76002550147,0.0006140453400921905
93,98439.24455038982,-0.0009186612764328464
94,98354.08409200926,-0.0008651067850990641
95,98134.45975197511,-0.0022329966473855897
96,98459.22288204033,0.003309368909616615
97,98275.44576939085,-0.0018665301966647363
98,98496.49222925284,0.002249254207207347
99,98565.92110002055,0.0007048867345054141
100,98552.46490413226,-0.00013651975995488232
101,98753.88611036997,0.0020437967374397842
102,98792.96007860539,0.00039567018346757467
103,98878.27746055319,0.0008635977895580703
104,98913.46757050014,0.00035589323409276896
105,98913.88930258705,4.263646773878253e-06
106,98874.31514048112,-0.0004000870088613917
107,98941.92958250297,0.0006838423297879279
108,98817.99919529843,-0.0012525568050621128
109,98724.05101715407,-0.0009507192911150931
110,98704.5238407593,-0.00019779553405267764
111,98752.9641844126,0.0004907611299706828
112,98596.25638710697,-0.0015868667700241587
113,98692.00918627427,0.0009711605965173866
114,98431.79068094734,-0.002636672487189658
115,98443.71687205536,0.00012116198461392472
116,98304.64330338694,-0.0014127216351366412
117,98351.739988996,0.0004790891256653028
118,98415.37249549989,0.0006469891281130991
119,98505.02489099187,0.000910959266003754
120,98530.40727798817,0.0002576760629662009
121,98770.30418136135,0.0024347499416736626
122,99085.10266490867,0.0031871774229761465
123,98965.0561359926,-0.0012115497253107606
124,99147.97997674535,0.0018483679785052227
125,99046.14638934867,-0.0010270868596674882
126,98987.21560993025,-0.0005949830615999235
127,98855.82099213013,-0.0013273897744321085
128,98784.43843442734,-0.0007220875512073166
129,99081.27973515622,0.0030049399018036325
130,99413.11403940446,0.0033491120132402934
131,99562.02992050083,0.0014979500696190966
132,99350.32868720824,-0.002126325000219864
133,99330.98497481842,-0.0001947020472446088
134,99534.25738105328,0.0020464148854095047
135,99330.73735945245,-0.0020447233641547264
136,99414.65915928813,0.0008448724137826507
137,99577.5405470254,0.0016384041258573616
138,99677.1314472199,0.001000134163260195
139,99762.56865309534,0.0008571394926296296
140,99651.29030762691,-0.0011154318395246324
141,99580.58126371955,-0.0007095647601660613
142,99477.95955144554,-0.0010305393980602638
143,99340.89949407197,-0.0013777932115976862
144,99495.56005165893,0.0015568668934409168
145,99147.07609020265,-0.003502507662405545
146,99508.4261460749,0.0036445861050253933
147,99651.40916300255,0.0014368935623376836
148,99732.98356916883,0.0008185976179508814
149,99731.80492002679,-1.1818047549115127e-05
150,99780.93180863588,0.0004925899882038862
151,99703.38858062768,-0.0007771347350906282
152,99933.2350679388,0.002305302664063909
153,100055.15096952944,0.0012199735304051973
154,100004.48143719029,-0.0005064160300410457
155,100261.66218475123,0.002571692226837511
156,100190.66590701933,-0.0007081099214280769
157,100077.70377706228,-0.0011274715956263632
158,99992.60332808456,-0.0008503437405728281
159,100134.91283121679,0.001423200300779184
160,99968.56482835588,-0.0016612388043049215
161,99848.15442819033,-0.001204482632838581
162,99888.93172665882,0.0004083931115403808
163,99975.37920322745,0.0008654359904978865
164,100073.13774971376,0.0009778262134677927
165,100336.46183450446,0.0026313163623318246
166,100301.38959406801,-0.0003495463144227685
167,100261.8800862733,-0.00039390788058466577
168,100424.00872329801,0.0016170516340328375
169,100232.81004230805,-0.0019039140482512407
170,100431.80365501887,0.001985314116473928
171,100307.00551056828,-0.001242615784132069
172,100347.58471674401,0.00040455007074697175
173,100233.86983607439,-0.0011332099421287694
174,100034.5543233878,-0.0019885046143840713
175,100216.79428043688,0.00182177007016949
176,100368.21602903692,0.0015109418504878234
177,100565.44662034203,0.0019650702095577247
178,100700.15928404618,0.0013395521844865818
179,100641.06835311028,-0.0005868007692938235
180,100462.42872348246,-0.0017750172226019395
181,100540.69498835932,0.0007790600513180573
182,100612.16668759387,0.0007108733358450773
183,100759.12145499175,0.0014606063285982972
184,99764.36138834496,-0.009872655222496614
185,98800.21648554715,-0.009664221665738562
186,99092.7591835227,0.0029609519936462944
187,98933.11660477234,-0.0016110418164327915
188,99596.72578558097,0.006707654661883203
189,99566.99752120425,-0.00029848636230002737
190,99541.12229184517,-0.0002598775699102996
191,99257.27162335627,-0.002851592004927194
192,99407.74235667313,0.0015159668491376318
193,99552.11777037189,0.0014523558253716224
194,99451.00717435438,-0.0010156548979775026
195,99535.14648829802,0.0008460378264057634
196,99417.78170663229,-0.0011791290394044208
197,99641.93409768533,0.002254650900524697
198,99758.70129899634,0.001171868073100087
199,100157.17045160473,0.003994329791985741
200,100128.58619130428,-0.0002853940478906656
201,100019.54769591421,-0.001088984669989473
202,99684.94502588312,-0.0033453727570172337
203,99641.59804090307,-0.00043483983432785004
204,99387.23796291929,-0.0025527498854382015
205,99500.49935948265,0.0011395969833233055
206,99775.44608068632,0.002763269762197981
207,99524.93043631784,-0.002510794531210453
208,99201.74902081622,-0.0032472408077533267
209,99041.4978890272,-0.0016154063146142897
210,99002.0277065984,-0.00039852166283915595
211,99301.44534332756,0.0030243586284569228
212,99511.65419277061,0.0021168760305176116
213,99965.86506071578,0.0045643987292712206
214,99977.80670813746,0.00011945725087687623
215,100405.73897998409,0.004280272651868242
216,100578.52435971322,0.0017208715506150005
217,100034.65651921586,-0.005407395305902798
218,99984.0613825168,-0.0005057760826053779
219,99537.83817197966,-0.004462943436854264
220,99613.38228848802,0.0007589487364377475
221,99687.80096199502,0.0007470750595684527
222,99761.32326496992,0.0007375255775071011
223,99854.15737307465,0.0009305621163239878
224,99314.79130458283,-0.005401538430459385
225,98597.51560482023,-0.0072222444445644825
226,98442.80205098493,-0.0015691425172962455
227,98143.36926878082,-0.003041693003100723
228,97998.36522245021,-0.001477471656118716
229,97860.3241605114,-0.0014086057622028883
230,97456.95742107979,-0.00412186187703606
231,97582.44929556963,0.0012876646040530738
232,97661.32990239181,0.0008083482981991362
233,97684.63553622563,0.00023863727697659963
234,97700.7702058029,0.00016517100656317937
235,97537.63076896612,-0.0016697865993598369
236,97535.83802790198,-1.83799939573041e-05
237,97673.87908984079,0.0014152855476500005
238,97609.34041153172,-0.0006607567848277679
239,97729.45406282913,0.0012305548914785156
240,97668.50086664836,-0.0006236932024769783
241,97801.16370539475,0.0013582970719241618
242,97745.97820192168,-0.0005642622376079168
243,97454.52830325533,-0.0029817073196022324
244,97692.00673621848,0.0024368127074011333
245,97713.47979029785,0.0002198035929116397
246,97814.29159613802,0.0010317082766523424
247,97908.4503406957,0.0009626276796692509
248,97877.59527504732,-0.0003151420080800114
249,97982.27143384797,0.0010694598544896746
250,97972.67030948223,-9.798838325779734e-05
251,97849.44924034031,-0.001257708591106922
252,97832.19124222796,-0.00017637297139997828
253,97849.23661628563,0.00017423072959146978
254,97851.91769119482,2.7400059539452604e-05
255,97960.56971963128,0.0011103719886141681
256,98006.63724033364,0.00047026595327285045
257,98000.92283249802,-5.830633512727801e-05
258,98048.1449767014,0.0004818540768651193
259,98023.56519505223,-0.00025069094020095623
260,98011.64713213475,-0.00012158365076566738
261,98068.92819972006,0.0005844312309952258
262,98123.39120316724,0.0005553543252380759
263,98165.7600146883,0.00043179114583728734
264,98222.92366293451,0.0005823175844373015
265,98301.692469573,0.0008019391370266501
266,98238.3447361348,-0.0006444215948551373
267,98219.42065265171,-0.00019263438867896156
268,98223.47161985026,4.1244055112698476e-05
269,98276.95612880505,0.0005445186173197615
270,98323.76730532163,0.00047631894963477635
271,98315.2770663835,-8.634981318169133e-05
272,98300.58007910759,-0.00014948833705650397
273,98267.62438460343,-0.0003352543238059519
274,98278.91621104577,0.00011490891850757365
275,98317.21448547844,0.00038968962936492197
276,98416.9035043645,0.001013952840382528
277,98504.81144956202,0.0008932199862763835
278,98542.07251983276,0.00037826650010697513
279,98536.0645636494,-6.096843743733314e-05
280,98499.78198787109,-0.0003682162052947522
281,98461.69898222674,-0.0003866303546645658
282,98359.19189920257,-0.0010410858646942396
283,98369.42695159311,0.00010405791459769861
284,98497.15962263146,0.0012984996964677312
285,98518.56908212524,0.00021736118661494472
286,98525.16413500403,6.694223170549891e-05
287,98620.07810076718,0.0009633474513484558
288,98526.35789828478,-0.0009503156384305057
289,98410.73898906237,-0.0011734820172868345
290,98495.86800990147,0.0008650379187638439
291,98440.64178075023,-0.0005606958978796823
292,98451.36608038699,0.00010894178911016279
293,98434.79038368566,-0.00016836431388667458
294,98398.31210900885,-0.0003705831498661228
295,98512.05230880583,0.0011559161672506303
296,98439.74156581721,-0.0007340294034473395
297,98454.22328430478,0.00014711252038274286
298,98426.5123202799,-0.0002814603894121504
299,98455.80844538247,0.00029764465296942133
300,98495.08521430755,0.00039892790019453766
301,98499.76241798121,4.7486670664796524e-05
302,98336.08181628097,-0.0016617360050643927
303,98244.45363502334,-0.0009317859687435895
304,98254.57126807478,0.00010298426707155023
305,98247.8587958569,-6.831714933215488e-05
306,98313.10480861035,0.0006640960276705571
307,98374.37813372463,0.0006232467709526574
308,98434.41855577851,0.000610325810367592
309,98473.26478712691,0.00039464073561220665
310,98410.44544071461,-0.0006379330120526486
311,98588.00305130614,0.0018042557352155658
312,98469.99661552231,-0.0011969654738054716
313,98451.58134917528,-0.00018701398375108467
314,98533.03123072293,0.0008273090226836921
315,98503.76711959869,-0.00029699797883746216
316,98520.84535723676,0.00017337649246788165
317,98565.13595477495,0.00044955559787991374
318,98717.71435363575,0.0015479956211980307
319,98711.30970660574,-6.487839666818064e-05
320,98653.07668514838,-0.000589932618971742
321,98758.40849553401,0.0010676991932223655
322,98802.45276049412,0.00044597989812808725
323,98769.59199457869,-0.0003325905885667558
324,98780.72622710778,0.00011272935631545423
325,98520.50049162743,-0.002634377630328991
326,98324.1734269002,-0.001992753424389068
327,98333.92819699206,9.921029337818358e-05
328,98254.65837336692,-0.0008061289229321447
329,98327.27721738398,0.0007390880515924571
330,98536.75844178049,0.0021304487455030704
331,98829.8942096919,0.002974887468868759
332,98957.74081771375,0.001293602599134681
333,98962.44906534298,4.757836618271161e-05
334,98971.2850149186,8.928588226206613e-05
335,98894.01787515324,-0.0007807026023123893
336,99047.48307129508,0.001551814755221854
337,99101.97183756568,0.000550127722391346
338,99172.6692874737,0.0007133808601094929
339,99203.41159321768,0.0003099876807275336
340,99337.859914332,0.0013552792081951992
341,99528.6691293103,0.0019208106067802897
342,99737.4113559726,0.0020973075244389
343,99636.11939986741,-0.0010155863755443289
344,99574.63478837944,-0.0006170915914661917
345,99372.14940920031,-0.0020335036087197546
346,99016.59296600423,-0.003578029108859653
347,99132.51707724719,0.0011707543934857507
348,99240.70634553854,0.0010913600449288714
349,99373.7259377,0.001340373290959108
350,99586.75435122084,0.0021437096326082524
351,99827.37201348625,0.002416161304110949
352,99733.61783427023,-0.0009391630504242996
353,99624.19690308851,-0.0010971318754679899
354,99654.69287625441,0.00030611010290573743
355,99765.83813548267,0.0011153038158101252
356,99795.84144349242,0.00030073729214797175
357,99661.98432056546,-0.0013413096276435222
358,99730.41551075519,0.0006866328285178771
359,99585.37488878358,-0.0014543268593518023
360,99557.09590882037,-0.0002839671989465965
361,99738.74155189419,0.0018245373814456715
362,99434.52081796936,-0.003050176182206408
363,99409.44416152113,-0.0002521926614815919
364,99480.73280961654,0.000717121483745439
365,99550.1985966342,0.0006982838289963276
366,99421.95785648742,-0.001288201751022225
367,99556.01204547683,0.0013483358392812868
368,99638.43492610133,0.0008279046029570117
369,99493.88696928587,-0.0014507248826485474
370,99231.44424060281,-0.0026377774220849117
371,99260.61001784712,0.0002939166860615525
372,99157.34740111732,-0.0010403181756714348
373,98485.79552676434,-0.006772588133447922
374,98854.80172872341,0.00374679617487353
375,98904.5116429793,0.0005028578621027475
376,99325.69108497503,0.004258445191217113
377,99284.06087928003,-0.0004191282762821654
378,99239.5936638428,-0.0004478786931499781
379,99062.63968213767,-0.0017830986118760037
380,99280.28027199113,0.002196999701924006
381,99238.47175395486,-0.000421116035548304
382,98654.22476930464,-0.005887303324246669
383,98971.99333455488,0.0032210335238385714
384,98890.02441389294,-0.0008282031906223396
385,99007.03067963917,0.0011831958424492488
386,99274.00551934358,0.0026965240536124487
387,99284.80941228033,0.00010882902206101401
388,99347.40622555162,0.000630477246638623
389,99472.18643326468,0.0012559986461023421
390,99579.41321901431,0.0010779574632309376
391,99575.03479192952,-4.3969199488696326e-05
392,99447.63348500924,-0.0012794502877804708
393,99485.92734729037,0.00038506559622575304
394,99756.28777347073,0.0027175745694823514
395,99810.86422173609,0.0005470978269489087
396,99722.63047683264,-0.0008840094271443601
397,99689.0426790372,-0.00033681219232630216
398,99817.08933235322,0.0012844606576098106
399,99863.1472081951,0.00046142274985140164
400,99957.70534777654,0.000946877223729954
401,99821.28904812841,-0.001364740208606378
402,99788.47566600781,-0.00032872128213836337
403,99737.11602131496,-0.0005146851312245993
404,99740.15411357788,3.0460999717329688e-05
405,99719.80088109762,-0.00020406257300434747
406,99586.07517949931,-0.0013410145268716934
407,99725.64573376156,0.001401506726825877
408,99484.48772840762,-0.002418214528264367
409,99034.78057465491,-0.0045203746234328485
410,99224.80033877178,0.0019187174749544299
411,99646.37038967128,0.004248635920255612
412,99525.85939657601,-0.0012093866803577192
413,99102.59158823546,-0.004252842536671582
414,99301.19942361835,0.0020040629836211295
415,99414.12511446245,0.0011372036944121684
416,99555.76375571286,0.0014247335686684947
417,99478.47111431835,-0.0007763753546622308
418,99712.61271508994,0.0023536911871365946
419,99715.40259720065,2.7979229856076695e-05
420,99838.28647935095,0.0012323460463442857
421,99798.85085036971,-0.0003949950502146034
422,99893.47848879376,0.0009481836475845895
423,99923.17435140275,0.00029727528821941535
424,100054.77537409822,0.0013170220376772111
425,100052.5017691041,-2.272360300259382e-05
426,100003.81286564888,-0.0004866335433327666
427,100025.02986945875,0.00021216194864891516
428,100168.55490786585,0.0014348912326685812
429,100351.54536047243,0.001826825322326924
430,100368.04637139058,0.0001644320559177533
431,100451.32584165613,0.0008297408714859982
432,100329.3752296781,-0.0012140269026439242
433,100141.82763867713,-0.001869318836797568
434,100215.83397765657,0.0007390152618989637
435,100141.17236387532,-0.0007450081570731688
436,100201.78528304213,0.0006052747110505038
437,100076.39944255768,-0.0012513333982049951
438,100182.31567870369,0.0010583537850680097
439,100346.09466553015,0.0016348093544945083
440,100395.50834262976,0.0004924324884223055
441,100350.5654781438,-0.00044765811964985917
442,100493.93026405708,0.0014286395420909535
443,100551.43681123578,0.0005722390101329305
444,100666.5402615506,0.0011447220841896253
445,100586.51500185067,-0.0007949539091340178
446,100391.08510531092,-0.0019429035446368826
447,100326.67134715832,-0.000641628268934933
448,100560.0306667499,0.0023259948372462993
449,100596.43407807495,0.00036200676435437564
450,100726.00452114193,0.0012880222271739118
451,100585.1697020389,-0.0013981972160275584
452,100595.93210053323,0.00010699786585052533
453,100656.11920778464,0.000598305577518324
454,100795.9400322534,0.001389094131278175
455,100868.24487736177,0.0007173388638991219
456,101179.83237705394,0.003089054439987754
457,101202.31494719218,0.00022220406587022032
458,101259.67692483882,0.0005668049952865274
459,101345.49500537009,0.0008475049806348416
460,101366.07608458033,0.00020307838260756595
461,101325.64681337075,-0.0003988441969071262
462,101325.77732753158,1.2880663972061792e-06
463,101387.75738708285,0.0006116909357716011
464,101409.6938056557,0.00021636161148225576
465,101159.44796156089,-0.002467671824099943
466,101253.43823647127,0.0009291299705992884
467,101266.70048312332,0.00013098070429055496
468,101112.90460389326,-0.0015187211442293735
469,101242.84651034113,0.0012851169389001553
470,101171.6660949262,-0.0007030661213940501
471,101255.67705630731,0.0008303803290367952
472,101439.66186489604,0.0018170320315610603
473,101428.2268164958,-0.00011272758790806601
474,101527.47781604335,0.0009785343061069595
475,101595.22470507293,0.000667276391445008
476,101848.97435240894,0.002497653291014492
477,102058.72064843838,0.0020593854514792584
478,102154.49796339727,0.0009384530234197398
479,102207.15540752297,0.0005154686790646653
480,102236.6214892215,0.0002882976400336216
481,102286.40762180866,0.00048696965785772415
482,102019.65675614226,-0.0026078818473386236
483,101691.84381709334,-0.003213233110874826
484,101895.22503789385,0.0019999757420695883
485,101887.03276441309,-8.039899296277597e-05
486,101945.6436621835,0.0005752537509454637
487,101503.06010320585,-0.004341368037699052
488,101705.35705251626,0.0019930133052611723
489,101933.074144539,0.002238988177438501
490,102303.75444044167,0.0036365065903639538
491,102344.98687571796,0.0004030393166098338
492,102173.66194073127,-0.00167399440086635
493,102349.72554371176,0.0017231799236342915
494,102470.54149845128,0.0011804228501611262
495,102561.36931484885,0.000886379783588351
496,102625.15058129893,0.0006218839205848756
497,102728.72862725605,0.001009285203192327
498,102749.75144670297,0.00020464401465756333
499,102727.36324834255,-0.00021789053545323946
500,102654.76725625999,-0.0007066860258746551
501,102528.08820383325,-0.0012340299024836403
502,101713.09754620945,-0.00794895010627272
503,100857.44670770688,-0.008412395838341587
504,100816.02863494557,-0.00041065954089994193
505,100152.75980816167,-0.006579001729829999
506,99870.87333035831,-0.0028145652535516955
507,98344.36098074599,-0.015284860327223109
508,98610.24138175687,0.002703565291993929
509,97832.80584378814,-0.007883922877330633
510,97299.11072995543,-0.005455175380381881
511,97299.11072995543,0.0
512,97299.11072995543,0.0
513,97299.11072995543,0.0
514,97299.11072995543,0.0
515,97299.11072995543,0.0
516,97299.11072995543,0.0
517,97299.11072995543,0.0
518,97299.11072995543,0.0
519,97299.11072995543,0.0
520,97299.11072995543,0.0
521,97299.11072995543,0.0
522,97299.11072995543,0.0
523,97299.11072995543,0.0
524,97299.11072995543,0.0
525,97299.11072995543,0.0
526,97299.11072995543,0.0
527,97299.11072995543,0.0
528,97299.11072995543,0.0
529,97299.11072995543,0.0
530,97299.11072995543,0.0
531,97299.11072995543,0.0
532,97299.11072995543,0.0
533,97299.11072995543,0.0
534,97299.11072995543,0.0
535,97299.11072995543,0.0
536,97299.11072995543,0.0
537,97299.11072995543,0.0
538,97299.11072995543,0.0
539,97299.11072995543,0.0
540,97299.11072995543,0.0
541,97299.11072995543,0.0
542,97299.11072995543,0.0
543,97299.11072995543,0.0
544,97299.11072995543,0.0
545,97299.11072995543,0.0
546,97299.11072995543,0.0
547,97299.11072995543,0.0
548,97299.11072995543,0.0
549,97299.11072995543,0.0
550,97299.11072995543,0.0
551,97299.11072995543,0.0
552,97299.11072995543,0.0
553,97299.11072995543,0.0
554,97299.11072995543,0.0
555,97299.11072995543,0.0
556,97299.11072995543,0.0
557,97299.11072995543,0.0
558,97299.11072995543,0.0
559,97299.11072995543,0.0
560,97299.11072995543,0.0
561,97299.11072995543,0.0
562,97299.11072995543,0.0
563,97299.11072995543,0.0
564,97299.11072995543,0.0
565,97299.11072995543,0.0
566,97299.11072995543,0.0
567,97299.11072995543,0.0
568,97299.11072995543,0.0
569,97299.11072995543,0.0
570,97299.11072995543,0.0
571,97299.11072995543,0.0
572,97299.11072995543,0.0
573,97299.11072995543,0.0
574,97299.11072995543,0.0
575,97299.11072995543,0.0
576,97295.7403673239,-3.463919255009387e-05
577,97236.436559334,-0.0006095211133191785
578,97258.59156684723,0.00022784676503129314
579,97231.73701228575,-0.00027611498510150486
580,97251.43035229752,0.00020254024680500893
581,97284.96733172085,0.0003448481868270499
582,97316.47278377521,0.0003238470744091149
583,97347.66687867524,0.00032054280234067626
584,97412.92539224181,0.0006703654608169058
585,97364.63584358653,-0.0004957201363252286
586,97385.78867025922,0.00021725369267214042
587,97354.22483873842,-0.0003241112687157314
588,97375.47496452184,0.0002182763595377444
589,97363.44879443562,-0.0001235030698500287
590,97444.50868358476,0.0008325494849742448
591,97501.20487540711,0.0005818305473370822
592,97488.26409368003,-0.0001327243262647207
593,97526.95022010626,0.0003968285494246804
594,97549.00792850874,0.00022617039036577612
595,97552.95827240437,4.049599252247851e-05
596,97591.03141443302,0.0003902817782554748
597,97546.4003123412,-0.0004573279065193426
598,97502.35300491375,-0.00045155236160859255
599,97541.8175242258,0.0004047545325399959
600,97520.53820870917,-0.00021815582338674115
601,97578.09063270593,0.0005901569562055329
602,97552.51069649504,-0.00026214835774133566
603,97560.05137757662,7.729868793466615e-05
604,97604.32247295874,0.0004537830265256599
605,97605.45114264321,1.1563726440328294e-05
606,97634.19329995285,0.0002944728698362577
607,97641.4907332576,7.474259844937119e-05
608,97651.2887537081,0.00010034689533024366
609,97651.90173810569,6.277279136941395e-06
610,97613.80913625493,-0.00039008561198243703
611,97691.84302306034,0.000799414421954205
612,97684.55531966667,-7.459889350172594e-05
613,97679.98226146236,-4.6814546980883373e-05
614,97703.45080697043,0.0002402595185291504
615,97708.69036408325,5.362714489127546e-05
616,97688.02889791974,-0.00021145986182516242
617,97691.87221279355,3.934274155379395e-05
618,97703.19782928252,0.00011593202415356343
619,97722.44359338492,0.0001969819261802702
620,97749.5024760789,0.0002768952729691058
621,97776.8921757494,0.00028020295732138103
622,97802.08291551737,0.0002576348992836833
623,97826.98175795318,0.00025458396890498024
624,97826.23780895253,-7.60474244714213e-06
625,97829.56991429858,3.406146879085669e-05
626,97922.3446163796,0.0009483298573457028
627,97748.38353630551,-0.0017765207803754172
628,97702.40970648559,-0.00047032828735057926
629,97585.07670885634,-0.0012009222493256607
630,97556.08981506943,-0.00029704228110000256
631,97432.3812133256,-0.0012680766723874165
632,97279.79718738364,-0.0015660504653775185
633,96960.02064951639,-0.0032871834349252316
634,97029.8330133939,0.000720011850346816
635,96712.9937863356,-0.003265379494310495
636,96691.11521213746,-0.00022622166207028607
637,96990.62332957229,0.0030975764089360477
638,97232.42939114917,0.0024930869941439233
639,97168.99909128841,-0.0006523574517056192
640,97374.75722552901,0.0021175285962069987
641,97416.72856702149,0.0004310289718646349
642,97226.64775192978,-0.0019512132863397577
643,97709.85001776133,0.0049698542221104786
644,97525.98997473417,-0.0018816940461349413
645,97935.32033749713,0.004197141324779221
646,98247.53403191948,0.003187958066062424
647,98422.07470012094,0.0017765399398700487
648,98713.2978445432,0.0029589210074017014
649,98504.76829412403,-0.002112476788563546
650,98370.78398380277,-0.0013601809601866246
651,98281.79615235196,-0.0009046164709377598
652,98481.63087243636,0.0020332831501636396
653,98087.80677836244,-0.003998959913489309
654,98198.24380967383,0.0011258996906816205
655,98104.02541811144,-0.0009594712482333383
656,98451.14529447252,0.0035382837236460794
657,98544.37807676017,0.0009469954057800465
658,98255.36035507156,-0.0029328686966139323
659,98149.83185311862,-0.0010740228479300014
660,97210.01925485862,-0.009575284852921816
661,97257.42608512378,0.0004876743223438925
662,97064.31497682462,-0.0019855667178579903
663,97550.48382898813,0.0050087290296088605
664,97998.38957257413,0.004591527648096453
665,98497.90806323141,0.005097211217816726
666,98785.85234907623,0.0029233543280936204
667,98766.83301762567,-0.00019253092419907708
668,99177.41246937052,0.0041570579839446346
669,99341.92139168632,0.0016587337602361034
670,99443.80021177034,0.0010255370407257528
671,99139.29573840802,-0.00306207599381627
672,99506.44983101742,0.003703416388776616
673,99723.03015026505,0.002176545536650502
674,99396.60806867394,-0.0032732868335353395
675,98869.79503206117,-0.005300110807088982
676,98807.50647759791,-0.0006300059026426218
677,98715.98143415268,-0.0009262964597328554
678,98753.59072271627,0.00038098480121654684
679,99050.53235263364,0.003006894511321111
680,99022.65229621793,-0.00028147305979594334
681,99046.48257195021,0.00024065479140066403
682,98880.64649259119,-0.0016743257817213712
683,99141.85246741779,0.002641628914169421
684,99312.93862390376,0.0017256703624959995
685,99190.22538994235,-0.0012356218198931136
686,99283.81923701384,0.0009435793366084226
687,99260.82819294123,-0.00023156889258781684
688,99338.45712146311,0.0007820701271098633
689,99188.29320542356,-0.0015116393025509753
690,99122.4818296911,-0.0006634994272575755
691,99062.144976762,-0.0006087100707663507
692,98913.1911156736,-0.0015036405795911178
693,98868.82029238286,-0.0004485834779999277
694,98859.76973539578,-9.154106380887051e-05
695,99006.2601714381,0.0014818002958575465
696,99160.17898813321,0.001554637216157607
697,99186.15359212019,0.0002619459167181774
698,99249.17118617996,0.000635346686785721
699,99562.74578465488,0.00315946818222489
700,99120.9203425794,-0.004437658268596891
701,99251.85173365919,0.0013209259016893323
702,99696.31815793748,0.00447816757586567
703,99845.61772860744,0.0014975434743081785
704,100038.81497349456,0.0019349596835814488
705,99929.86209348064,-0.0010891060639091966
706,99759.53357837947,-0.001704480638048281
707,100012.07873793601,0.0025315390970438887
708,99910.45532538378,-0.0010161113920901497
