total_return,cagr,sharpe,max_drawdown,win_rate,num_trades,strategy_valid,sharpe_ci_lo,sharpe_ci_hi,sharpe_late_cycle,sharpe_risk_on,sharpe_stress
0.020082385243191947,0.0026546365081574486,-0.8718558514964702,0.10704939325192336,0.014925373134328358,134,False,-1.4128735604399851,-0.3151264876032651,-0.9476299755276654,-0.71350530912521,-3.320668538105607
